timestamp,ring_id,predicted_total,predicted_max_stop,decision,reason,wait_minutes_before_dispatch
2025-11-26 09:00:00,yellow_red,113.54,S11,DISPATCH,threshold_met,0
2025-11-26 09:00:00,light_brown,58.09,S14,DISPATCH,threshold_met,0
2025-11-26 09:05:00,yellow_red,113.52,S11,DISPATCH,threshold_met,0
2025-11-26 09:05:00,light_brown,58.08,S14,DISPATCH,threshold_met,0
2025-11-26 09:10:00,yellow_red,113.17,S11,DISPATCH,threshold_met,0
2025-11-26 09:10:00,light_brown,57.93,S14,DISPATCH,threshold_met,0
2025-11-26 09:15:00,yellow_red,111.89,S11,DISPATCH,threshold_met,0
2025-11-26 09:15:00,light_brown,57.53,S24,DISPATCH,threshold_met,0
2025-11-26 09:20:00,yellow_red,111.98,S11,DISPATCH,threshold_met,0
2025-11-26 09:20:00,light_brown,57.58,S24,DISPATCH,threshold_met,0
2025-11-26 09:25:00,yellow_red,111.71,S11,DISPATCH,threshold_met,0
2025-11-26 09:25:00,light_brown,57.55,S24,DISPATCH,threshold_met,0
2025-11-26 09:30:00,yellow_red,111.74,S11,DISPATCH,threshold_met,0
2025-11-26 09:30:00,light_brown,57.7,S24,DISPATCH,threshold_met,0
2025-11-26 09:35:00,yellow_red,112.7,S13,DISPATCH,threshold_met,0
2025-11-26 09:35:00,light_brown,58.34,S13,DISPATCH,threshold_met,0
2025-11-26 09:40:00,yellow_red,113.21,S04,DISPATCH,threshold_met,0
2025-11-26 09:40:00,light_brown,58.71,S24,DISPATCH,threshold_met,0
2025-11-26 09:45:00,yellow_red,113.1,S04,DISPATCH,threshold_met,0
2025-11-26 09:45:00,light_brown,58.85,S24,DISPATCH,threshold_met,0
2025-11-26 09:50:00,yellow_red,113.23,S04,DISPATCH,threshold_met,0
2025-11-26 09:50:00,light_brown,59.05,S16,DISPATCH,threshold_met,0
2025-11-26 09:55:00,yellow_red,114.65,S24,DISPATCH,threshold_met,0
2025-11-26 09:55:00,light_brown,59.96,S24,DISPATCH,threshold_met,0
2025-11-26 10:00:00,yellow_red,112.66,S16,DISPATCH,threshold_met,0
2025-11-26 10:00:00,light_brown,59.21,S16,DISPATCH,threshold_met,0
2025-11-26 10:05:00,yellow_red,112.27,S16,DISPATCH,threshold_met,0
2025-11-26 10:05:00,light_brown,58.98,S16,DISPATCH,threshold_met,0
2025-11-26 10:10:00,yellow_red,111.51,S16,DISPATCH,threshold_met,0
2025-11-26 10:10:00,light_brown,58.56,S16,DISPATCH,threshold_met,0
2025-11-26 10:15:00,yellow_red,109.98,S16,DISPATCH,threshold_met,0
2025-11-26 10:15:00,light_brown,57.31,S16,DISPATCH,threshold_met,0
2025-11-26 10:20:00,yellow_red,106.87,S16,DISPATCH,threshold_met,0
2025-11-26 10:20:00,light_brown,55.14,S16,DISPATCH,threshold_met,0
2025-11-26 10:25:00,yellow_red,105.63,S18,DISPATCH,threshold_met,0
2025-11-26 10:25:00,light_brown,54.4,S18,DISPATCH,threshold_met,0
2025-11-26 10:30:00,yellow_red,102.06,S18,DISPATCH,threshold_met,0
2025-11-26 10:30:00,light_brown,52.2,S18,DISPATCH,threshold_met,0
2025-11-26 10:35:00,yellow_red,97.05,S18,DISPATCH,threshold_met,0
2025-11-26 10:35:00,light_brown,49.44,S18,DISPATCH,threshold_met,0
2025-11-26 10:40:00,yellow_red,97.59,S18,DISPATCH,threshold_met,0
2025-11-26 10:40:00,light_brown,49.58,S18,DISPATCH,threshold_met,0
2025-11-26 10:45:00,yellow_red,96.9,S16,DISPATCH,threshold_met,0
2025-11-26 10:45:00,light_brown,49.22,S16,DISPATCH,threshold_met,0
2025-11-26 10:50:00,yellow_red,87.3,S24,DISPATCH,threshold_met,0
2025-11-26 10:50:00,light_brown,43.46,S24,DISPATCH,threshold_met,0
2025-11-26 10:55:00,yellow_red,87.44,S24,DISPATCH,threshold_met,0
2025-11-26 10:55:00,light_brown,43.49,S24,DISPATCH,threshold_met,0
2025-11-26 11:00:00,yellow_red,88.92,S24,DISPATCH,threshold_met,0
2025-11-26 11:00:00,light_brown,43.08,S24,DISPATCH,threshold_met,0
2025-11-26 11:05:00,yellow_red,88.93,S24,DISPATCH,threshold_met,0
2025-11-26 11:05:00,light_brown,43.05,S24,DISPATCH,threshold_met,0
2025-11-26 11:10:00,yellow_red,92.12,S24,DISPATCH,threshold_met,0
2025-11-26 11:10:00,light_brown,43.86,S24,DISPATCH,threshold_met,0
2025-11-26 11:15:00,yellow_red,92.6,S24,DISPATCH,threshold_met,0
2025-11-26 11:15:00,light_brown,43.9,S24,DISPATCH,threshold_met,0
2025-11-26 11:20:00,yellow_red,94.71,S20,DISPATCH,threshold_met,0
2025-11-26 11:20:00,light_brown,44.37,S23,DISPATCH,threshold_met,0
2025-11-26 11:25:00,yellow_red,95.02,S20,DISPATCH,threshold_met,0
2025-11-26 11:25:00,light_brown,44.42,S23,DISPATCH,threshold_met,0
2025-11-26 11:30:00,yellow_red,100.35,S20,DISPATCH,threshold_met,0
2025-11-26 11:30:00,light_brown,46.63,S23,DISPATCH,threshold_met,0
2025-11-26 11:35:00,yellow_red,100.49,S20,DISPATCH,threshold_met,0
2025-11-26 11:35:00,light_brown,46.68,S23,DISPATCH,threshold_met,0
2025-11-26 11:40:00,yellow_red,101.84,S20,DISPATCH,threshold_met,0
2025-11-26 11:40:00,light_brown,47.2,S23,DISPATCH,threshold_met,0
2025-11-26 11:45:00,yellow_red,105.3,S20,DISPATCH,threshold_met,0
2025-11-26 11:45:00,light_brown,49.1,S23,DISPATCH,threshold_met,0
2025-11-26 11:50:00,yellow_red,108.31,S20,DISPATCH,threshold_met,0
2025-11-26 11:50:00,light_brown,50.75,S23,DISPATCH,threshold_met,0
2025-11-26 11:55:00,yellow_red,110.4,S20,DISPATCH,threshold_met,0
2025-11-26 11:55:00,light_brown,51.77,S23,DISPATCH,threshold_met,0
2025-11-26 12:00:00,yellow_red,114.53,S20,DISPATCH,threshold_met,0
2025-11-26 12:00:00,light_brown,53.71,S23,DISPATCH,threshold_met,0
2025-11-26 12:05:00,yellow_red,114.41,S20,DISPATCH,threshold_met,0
2025-11-26 12:05:00,light_brown,53.64,S23,DISPATCH,threshold_met,0
2025-11-26 12:10:00,yellow_red,114.17,S20,DISPATCH,threshold_met,0
2025-11-26 12:10:00,light_brown,53.57,S23,DISPATCH,threshold_met,0
2025-11-26 12:15:00,yellow_red,113.2,S20,DISPATCH,threshold_met,0
2025-11-26 12:15:00,light_brown,53.2,S23,DISPATCH,threshold_met,0
2025-11-26 12:20:00,yellow_red,113.15,S20,DISPATCH,threshold_met,0
2025-11-26 12:20:00,light_brown,53.19,S23,DISPATCH,threshold_met,0
2025-11-26 12:25:00,yellow_red,112.33,S20,DISPATCH,threshold_met,0
2025-11-26 12:25:00,light_brown,52.85,S23,DISPATCH,threshold_met,0
2025-11-26 12:30:00,yellow_red,111.34,S07,DISPATCH,threshold_met,0
2025-11-26 12:30:00,light_brown,52.48,S23,DISPATCH,threshold_met,0
2025-11-26 12:35:00,yellow_red,110.67,S07,DISPATCH,threshold_met,0
2025-11-26 12:35:00,light_brown,52.2,S23,DISPATCH,threshold_met,0
2025-11-26 12:40:00,yellow_red,110.41,S07,DISPATCH,threshold_met,0
2025-11-26 12:40:00,light_brown,52.12,S23,DISPATCH,threshold_met,0
2025-11-26 12:45:00,yellow_red,109.62,S07,DISPATCH,threshold_met,0
2025-11-26 12:45:00,light_brown,51.77,S23,DISPATCH,threshold_met,0
2025-11-26 12:50:00,yellow_red,109.62,S07,DISPATCH,threshold_met,0
2025-11-26 12:50:00,light_brown,51.78,S23,DISPATCH,threshold_met,0
2025-11-26 12:55:00,yellow_red,108.19,S07,DISPATCH,threshold_met,0
2025-11-26 12:55:00,light_brown,51.21,S23,DISPATCH,threshold_met,0
2025-11-26 13:00:00,yellow_red,100.51,S07,DISPATCH,threshold_met,0
2025-11-26 13:00:00,light_brown,47.73,S23,DISPATCH,threshold_met,0
2025-11-26 13:05:00,yellow_red,100.04,S07,DISPATCH,threshold_met,0
2025-11-26 13:05:00,light_brown,47.49,S23,DISPATCH,threshold_met,0
2025-11-26 13:10:00,yellow_red,98.03,S07,DISPATCH,threshold_met,0
2025-11-26 13:10:00,light_brown,46.51,S23,DISPATCH,threshold_met,0
2025-11-26 13:15:00,yellow_red,98.03,S07,DISPATCH,threshold_met,0
2025-11-26 13:15:00,light_brown,46.51,S23,DISPATCH,threshold_met,0
2025-11-26 13:20:00,yellow_red,92.98,S07,DISPATCH,threshold_met,0
2025-11-26 13:20:00,light_brown,43.9,S23,DISPATCH,threshold_met,0
2025-11-26 13:25:00,yellow_red,90.46,S07,DISPATCH,threshold_met,0
2025-11-26 13:25:00,light_brown,42.34,S23,DISPATCH,threshold_met,0
2025-11-26 13:30:00,yellow_red,88.49,S07,DISPATCH,threshold_met,0
2025-11-26 13:30:00,light_brown,41.84,S01,DISPATCH,threshold_met,0
2025-11-26 13:35:00,yellow_red,87.82,S02,DISPATCH,threshold_met,0
2025-11-26 13:35:00,light_brown,41.69,S01,DISPATCH,threshold_met,0
2025-11-26 13:40:00,yellow_red,75.23,S22,DISPATCH,threshold_met,0
2025-11-26 13:40:00,light_brown,34.77,S23,HOLD,waiting,0
2025-11-26 13:45:00,yellow_red,73.38,S22,DISPATCH,threshold_met,0
2025-11-26 13:45:00,light_brown,34.12,S23,HOLD,waiting,5
2025-11-26 13:50:00,yellow_red,73.38,S22,DISPATCH,threshold_met,0
2025-11-26 13:50:00,light_brown,34.15,S01,DISPATCH,max_wait_exceeded,10
2025-11-26 13:55:00,yellow_red,73.38,S22,DISPATCH,threshold_met,0
2025-11-26 13:55:00,light_brown,34.15,S01,HOLD,waiting,0
2025-11-26 14:00:00,yellow_red,70.3,S02,DISPATCH,threshold_met,0
2025-11-26 14:00:00,light_brown,33.38,S01,HOLD,waiting,5
2025-11-26 14:05:00,yellow_red,70.36,S02,DISPATCH,threshold_met,0
2025-11-26 14:05:00,light_brown,33.38,S01,DISPATCH,max_wait_exceeded,10
2025-11-26 14:10:00,yellow_red,70.36,S02,DISPATCH,threshold_met,0
2025-11-26 14:10:00,light_brown,33.38,S01,HOLD,waiting,0
2025-11-26 14:15:00,yellow_red,70.37,S02,DISPATCH,threshold_met,0
2025-11-26 14:15:00,light_brown,33.39,S01,HOLD,waiting,5
2025-11-26 14:20:00,yellow_red,71.23,S02,DISPATCH,threshold_met,0
2025-11-26 14:20:00,light_brown,33.93,S01,DISPATCH,max_wait_exceeded,10
2025-11-26 14:25:00,yellow_red,71.63,S02,DISPATCH,threshold_met,0
2025-11-26 14:25:00,light_brown,34.16,S01,HOLD,waiting,0
2025-11-26 14:30:00,yellow_red,71.73,S02,DISPATCH,threshold_met,0
2025-11-26 14:30:00,light_brown,34.21,S01,HOLD,waiting,5
2025-11-26 14:35:00,yellow_red,71.8,S02,DISPATCH,threshold_met,0
2025-11-26 14:35:00,light_brown,34.24,S01,DISPATCH,max_wait_exceeded,10
2025-11-26 14:40:00,yellow_red,76.99,S02,DISPATCH,threshold_met,0
2025-11-26 14:40:00,light_brown,37.33,S01,HOLD,waiting,0
2025-11-26 14:45:00,yellow_red,76.97,S02,DISPATCH,threshold_met,0
2025-11-26 14:45:00,light_brown,37.32,S01,HOLD,waiting,5
2025-11-26 14:50:00,yellow_red,78.66,S02,DISPATCH,threshold_met,0
2025-11-26 14:50:00,light_brown,38.35,S01,DISPATCH,max_wait_exceeded,10
2025-11-26 14:55:00,yellow_red,79.39,S02,DISPATCH,threshold_met,0
2025-11-26 14:55:00,light_brown,38.8,S01,HOLD,waiting,0
2025-11-26 15:00:00,yellow_red,82.85,S12,DISPATCH,threshold_met,0
2025-11-26 15:00:00,light_brown,40.89,S25,DISPATCH,threshold_met,5
2025-11-26 15:05:00,yellow_red,83.94,S12,DISPATCH,threshold_met,0
2025-11-26 15:05:00,light_brown,41.58,S25,DISPATCH,threshold_met,0
2025-11-26 15:10:00,yellow_red,83.94,S12,DISPATCH,threshold_met,0
2025-11-26 15:10:00,light_brown,41.58,S25,DISPATCH,threshold_met,0
2025-11-26 15:15:00,yellow_red,89.66,S11,DISPATCH,threshold_met,0
2025-11-26 15:15:00,light_brown,45.06,S25,DISPATCH,threshold_met,0
2025-11-26 15:20:00,yellow_red,95.22,S13,DISPATCH,threshold_met,0
2025-11-26 15:20:00,light_brown,47.78,S13,DISPATCH,threshold_met,0
2025-11-26 15:25:00,yellow_red,97.4,S13,DISPATCH,threshold_met,0
2025-11-26 15:25:00,light_brown,48.79,S13,DISPATCH,threshold_met,0
2025-11-26 15:30:00,yellow_red,98.81,S13,DISPATCH,threshold_met,0
2025-11-26 15:30:00,light_brown,49.41,S13,DISPATCH,threshold_met,0
2025-11-26 15:35:00,yellow_red,108.24,S13,DISPATCH,threshold_met,0
2025-11-26 15:35:00,light_brown,54.91,S13,DISPATCH,threshold_met,0
2025-11-26 15:40:00,yellow_red,108.87,S28,DISPATCH,threshold_met,0
2025-11-26 15:40:00,light_brown,55.28,S18,DISPATCH,threshold_met,0
2025-11-26 15:45:00,yellow_red,111.78,S28,DISPATCH,threshold_met,0
2025-11-26 15:45:00,light_brown,56.7,S18,DISPATCH,threshold_met,0
2025-11-26 15:50:00,yellow_red,113.04,S28,DISPATCH,threshold_met,0
2025-11-26 15:50:00,light_brown,57.32,S18,DISPATCH,threshold_met,0
2025-11-26 15:55:00,yellow_red,114.56,S16,DISPATCH,threshold_met,0
2025-11-26 15:55:00,light_brown,58.05,S16,DISPATCH,threshold_met,0
2025-11-26 16:00:00,yellow_red,118.1,S16,DISPATCH,threshold_met,0
2025-11-26 16:00:00,light_brown,59.09,S16,DISPATCH,threshold_met,0
2025-11-26 16:05:00,yellow_red,116.15,S13,DISPATCH,threshold_met,0
2025-11-26 16:05:00,light_brown,57.98,S13,DISPATCH,threshold_met,0
2025-11-26 16:10:00,yellow_red,116.6,S13,DISPATCH,threshold_met,0
2025-11-26 16:10:00,light_brown,58.05,S13,DISPATCH,threshold_met,0
2025-11-26 16:15:00,yellow_red,116.3,S13,DISPATCH,threshold_met,0
2025-11-26 16:15:00,light_brown,57.88,S13,DISPATCH,threshold_met,0
2025-11-26 16:20:00,yellow_red,113.44,S13,DISPATCH,threshold_met,0
2025-11-26 16:20:00,light_brown,56.35,S13,DISPATCH,threshold_met,0
2025-11-26 16:25:00,yellow_red,113.06,S13,DISPATCH,threshold_met,0
2025-11-26 16:25:00,light_brown,56.06,S13,DISPATCH,threshold_met,0
2025-11-26 16:30:00,yellow_red,113.52,S28,DISPATCH,threshold_met,0
2025-11-26 16:30:00,light_brown,55.62,S13,DISPATCH,threshold_met,0
2025-11-26 16:35:00,yellow_red,112.16,S28,DISPATCH,threshold_met,0
2025-11-26 16:35:00,light_brown,55.02,S13,DISPATCH,threshold_met,0
2025-11-26 16:40:00,yellow_red,108.26,S02,DISPATCH,threshold_met,0
2025-11-26 16:40:00,light_brown,52.01,S13,DISPATCH,threshold_met,0
2025-11-26 16:45:00,yellow_red,107.35,S02,DISPATCH,threshold_met,0
2025-11-26 16:45:00,light_brown,51.39,S01,DISPATCH,threshold_met,0
2025-11-26 16:50:00,yellow_red,107.13,S02,DISPATCH,threshold_met,0
2025-11-26 16:50:00,light_brown,51.32,S01,DISPATCH,threshold_met,0
2025-11-26 16:55:00,yellow_red,102.56,S02,DISPATCH,threshold_met,0
2025-11-26 16:55:00,light_brown,48.62,S01,DISPATCH,threshold_met,0
2025-11-26 17:00:00,yellow_red,99.81,S09,DISPATCH,threshold_met,0
2025-11-26 17:00:00,light_brown,45.17,S01,DISPATCH,threshold_met,0
2025-11-26 17:05:00,yellow_red,98.38,S21,DISPATCH,threshold_met,0
2025-11-26 17:05:00,light_brown,44.17,S01,DISPATCH,threshold_met,0
2025-11-26 17:10:00,yellow_red,95.43,S21,DISPATCH,threshold_met,0
2025-11-26 17:10:00,light_brown,42.37,S23,DISPATCH,threshold_met,0
2025-11-26 17:15:00,yellow_red,93.55,S21,DISPATCH,threshold_met,0
2025-11-26 17:15:00,light_brown,41.26,S23,DISPATCH,threshold_met,0
2025-11-26 17:20:00,yellow_red,91.62,S21,DISPATCH,threshold_met,0
2025-11-26 17:20:00,light_brown,40.18,S23,DISPATCH,threshold_met,0
2025-11-26 17:25:00,yellow_red,83.89,S21,DISPATCH,threshold_met,0
2025-11-26 17:25:00,light_brown,35.69,S23,HOLD,waiting,0
2025-11-26 17:30:00,yellow_red,80.24,S21,DISPATCH,threshold_met,0
2025-11-26 17:30:00,light_brown,33.34,S23,HOLD,waiting,5
2025-11-26 17:35:00,yellow_red,79.76,S21,DISPATCH,threshold_met,0
2025-11-26 17:35:00,light_brown,33.08,S23,DISPATCH,max_wait_exceeded,10
2025-11-26 17:40:00,light_brown,32.29,S23,HOLD,waiting,0
2025-11-26 17:45:00,light_brown,31.87,S23,HOLD,waiting,5
2025-11-26 17:50:00,light_brown,31.91,S23,DISPATCH,max_wait_exceeded,10
2025-11-26 17:55:00,light_brown,30.28,S23,HOLD,waiting,0
2025-11-26 18:00:00,navy,50.9,S21,DISPATCH,threshold_met,0
2025-11-26 18:00:00,light_brown,24.45,S23,HOLD,waiting,5
2025-11-26 18:05:00,light_brown,24.05,S23,DISPATCH,max_wait_exceeded,10
2025-11-26 18:05:00,navy,50.51,S21,DISPATCH,threshold_met,0
2025-11-26 18:10:00,navy,49.9,S21,DISPATCH,threshold_met,0
2025-11-26 18:10:00,light_brown,23.96,S23,HOLD,waiting,0
2025-11-26 18:15:00,navy,49.7,S21,DISPATCH,threshold_met,0
2025-11-26 18:15:00,light_brown,23.41,S23,HOLD,waiting,5
2025-11-26 18:20:00,light_brown,22.99,S23,DISPATCH,max_wait_exceeded,10
2025-11-26 18:20:00,navy,49.44,S21,DISPATCH,threshold_met,0
2025-11-26 18:25:00,navy,47.37,S21,DISPATCH,threshold_met,0
2025-11-26 18:25:00,light_brown,19.7,S23,HOLD,waiting,0
2025-11-26 18:30:00,navy,41.99,S21,DISPATCH,threshold_met,0
2025-11-26 18:30:00,light_brown,17.93,S23,HOLD,waiting,5
2025-11-26 18:35:00,light_brown,17.1,S23,DISPATCH,max_wait_exceeded,10
2025-11-26 18:35:00,navy,41.13,S21,DISPATCH,threshold_met,0
2025-11-26 18:40:00,navy,41.13,S21,DISPATCH,threshold_met,0
2025-11-26 18:40:00,light_brown,16.54,S23,HOLD,waiting,0
2025-11-26 18:45:00,navy,41.13,S21,DISPATCH,threshold_met,0
2025-11-26 18:45:00,light_brown,16.31,S23,HOLD,waiting,5
2025-11-26 18:50:00,light_brown,16.38,S23,DISPATCH,max_wait_exceeded,10
2025-11-26 18:50:00,navy,41.01,S21,DISPATCH,threshold_met,0
2025-11-26 18:55:00,navy,41.0,S21,DISPATCH,threshold_met,0
2025-11-26 18:55:00,light_brown,16.37,S23,HOLD,waiting,0
2025-11-26 19:00:00,light_brown,15.37,S23,MERGE,merge_with_navy,5
2025-11-26 19:00:00,navy,37.67,S21,MERGE,merge_with_light_brown,0
2025-11-26 19:05:00,light_brown,14.85,S23,HOLD,low_demand,0
2025-11-26 19:05:00,navy,35.97,S21,HOLD,waiting,0
2025-11-26 19:10:00,light_brown,14.73,S23,HOLD,low_demand,5
2025-11-26 19:10:00,navy,34.42,S21,HOLD,waiting,5
2025-11-26 19:15:00,light_brown,14.73,S23,DISPATCH,max_wait_exceeded,10
2025-11-26 19:15:00,navy,33.3,S21,DISPATCH,max_wait_exceeded,10
2025-11-26 19:20:00,light_brown,14.7,S23,HOLD,low_demand,0
2025-11-26 19:20:00,navy,32.71,S21,HOLD,waiting,0
2025-11-26 19:25:00,light_brown,14.5,S23,HOLD,low_demand,5
2025-11-26 19:25:00,navy,32.65,S21,HOLD,waiting,5
2025-11-26 19:30:00,light_brown,14.51,S23,DISPATCH,max_wait_exceeded,10
2025-11-26 19:30:00,navy,32.35,S21,DISPATCH,max_wait_exceeded,10
2025-11-26 19:35:00,light_brown,14.53,S23,HOLD,low_demand,0
2025-11-26 19:35:00,navy,32.35,S21,HOLD,waiting,0
2025-11-26 19:40:00,light_brown,14.37,S23,HOLD,low_demand,5
2025-11-26 19:40:00,navy,31.42,S21,HOLD,waiting,5
2025-11-26 19:45:00,light_brown,14.09,S23,DISPATCH,max_wait_exceeded,10
2025-11-26 19:45:00,navy,29.93,S21,DISPATCH,max_wait_exceeded,10
2025-11-26 19:50:00,light_brown,13.88,S23,HOLD,low_demand,0
2025-11-26 19:50:00,navy,27.95,S21,HOLD,waiting,0
2025-11-26 19:55:00,light_brown,13.86,S23,HOLD,low_demand,5
2025-11-26 19:55:00,navy,27.78,S21,HOLD,waiting,5
2025-11-26 20:00:00,light_brown,13.36,S23,DISPATCH,max_wait_exceeded,10
2025-11-26 20:00:00,navy,25.41,S09,DISPATCH,max_wait_exceeded,10
2025-11-26 20:30:00,purple,25.45,S21,HOLD,waiting,5
2025-11-26 20:35:00,purple,25.36,S21,DISPATCH,max_wait_exceeded,10
2025-11-26 20:40:00,purple,25.06,S21,HOLD,waiting,0
2025-11-26 20:45:00,purple,24.33,S21,HOLD,waiting,5
2025-11-26 20:50:00,purple,23.35,S21,DISPATCH,max_wait_exceeded,10
2025-11-26 20:55:00,purple,17.11,S21,HOLD,waiting,0
2025-11-26 21:00:00,purple,15.16,S23,HOLD,waiting,5
2025-11-26 21:05:00,purple,14.99,S23,DISPATCH,max_wait_exceeded,10
2025-11-26 21:10:00,purple,14.77,S23,HOLD,low_demand,0
2025-11-26 21:15:00,purple,14.51,S23,HOLD,low_demand,5
2025-11-26 21:20:00,purple,14.36,S23,DISPATCH,max_wait_exceeded,10
2025-11-26 21:25:00,purple,10.89,S07,HOLD,low_demand,0
2025-11-26 21:30:00,purple,9.79,S07,HOLD,low_demand,5
2025-11-26 21:35:00,purple,9.42,S07,DISPATCH,max_wait_exceeded,10
2025-11-26 21:40:00,purple,8.59,S07,HOLD,low_demand,0
2025-11-26 21:45:00,purple,8.56,S23,HOLD,low_demand,5
2025-11-26 21:50:00,purple,8.2,S23,DISPATCH,max_wait_exceeded,10
2025-11-26 21:55:00,purple,8.06,S23,HOLD,low_demand,0
2025-11-26 22:00:00,purple,8.3,S01,HOLD,low_demand,5
2025-11-26 22:05:00,purple,8.25,S07,DISPATCH,max_wait_exceeded,10
2025-11-26 22:10:00,purple,8.32,S07,HOLD,low_demand,0
2025-11-26 22:15:00,purple,8.29,S07,HOLD,low_demand,5
2025-11-26 22:20:00,purple,8.29,S07,DISPATCH,max_wait_exceeded,10
2025-11-26 22:25:00,purple,8.29,S07,HOLD,low_demand,0
2025-11-26 22:30:00,purple,8.29,S07,HOLD,low_demand,5
2025-11-26 22:35:00,purple,8.29,S07,DISPATCH,max_wait_exceeded,10
2025-11-26 22:40:00,purple,8.29,S07,HOLD,low_demand,0
2025-11-26 22:45:00,purple,8.29,S07,HOLD,low_demand,5
2025-11-26 22:50:00,purple,8.29,S07,DISPATCH,max_wait_exceeded,10
2025-11-26 22:55:00,purple,8.29,S07,HOLD,low_demand,0
2025-11-26 23:00:00,purple,8.21,S01,HOLD,low_demand,5
2025-11-26 23:05:00,purple,8.22,S01,DISPATCH,max_wait_exceeded,10
2025-11-26 23:10:00,purple,8.22,S01,HOLD,low_demand,0
2025-11-26 23:15:00,purple,8.22,S01,HOLD,low_demand,5
2025-11-26 23:20:00,purple,8.22,S01,DISPATCH,max_wait_exceeded,10
2025-11-26 23:25:00,purple,8.22,S01,HOLD,low_demand,0
2025-11-26 23:30:00,purple,8.22,S01,HOLD,low_demand,5
2025-11-26 23:35:00,purple,8.22,S01,DISPATCH,max_wait_exceeded,10
2025-11-26 23:40:00,purple,8.22,S01,HOLD,low_demand,0
2025-11-26 23:45:00,purple,8.22,S01,HOLD,low_demand,5
2025-11-26 23:50:00,purple,8.22,S01,DISPATCH,max_wait_exceeded,10
2025-11-26 23:55:00,purple,8.39,S22,HOLD,low_demand,0
2025-11-27 00:00:00,purple,8.12,S23,HOLD,low_demand,5
2025-11-27 00:05:00,purple,8.12,S23,DISPATCH,max_wait_exceeded,10
2025-11-27 00:10:00,purple,8.12,S23,HOLD,low_demand,0
2025-11-27 00:15:00,purple,8.12,S23,HOLD,low_demand,5
2025-11-27 00:20:00,purple,8.12,S23,DISPATCH,max_wait_exceeded,10
2025-11-27 00:25:00,purple,8.12,S23,HOLD,low_demand,0
2025-11-27 00:30:00,purple,8.19,S23,HOLD,low_demand,5
2025-11-27 08:00:00,light_brown,65.22,S16,DISPATCH,threshold_met,0
2025-11-27 08:05:00,light_brown,65.33,S16,DISPATCH,threshold_met,0
2025-11-27 08:05:00,orange,109.87,S09,DISPATCH,threshold_met,0
2025-11-27 08:10:00,light_brown,64.71,S16,DISPATCH,threshold_met,0
2025-11-27 08:10:00,orange,108.76,S21,DISPATCH,threshold_met,0
2025-11-27 08:15:00,light_brown,65.44,S14,DISPATCH,threshold_met,0
2025-11-27 08:15:00,orange,109.62,S21,DISPATCH,threshold_met,0
2025-11-27 08:20:00,light_brown,65.17,S14,DISPATCH,threshold_met,0
2025-11-27 08:20:00,orange,108.81,S16,DISPATCH,threshold_met,0
2025-11-27 08:25:00,light_brown,64.93,S14,DISPATCH,threshold_met,0
2025-11-27 08:25:00,orange,108.38,S16,DISPATCH,threshold_met,0
2025-11-27 08:25:00,turquoise,28.84,S04,HOLD,waiting,5
2025-11-27 08:30:00,light_brown,65.04,S14,DISPATCH,threshold_met,0
2025-11-27 08:30:00,orange,108.45,S16,DISPATCH,threshold_met,0
